    0.145439942947679013E+01    0.933593754151923783E+01   -0.615625021685742624E+00    0.111083474520686946E+04    0.727269435146111531E+00   -0.236487477076648780E+02
    0.145230880415831254E+01    0.931885435943289941E+01   -0.672031880587161012E+00    0.789339435882004636E+03    0.760354764186288112E+00   -0.229359753813916640E+02
    0.166183495568513395E+01    0.915796798437278525E+01   -0.640893450923847308E+00    0.604492637836360018E+03    0.890192513635969074E+00   -0.220313165363866297E+02
    0.152831043520015020E+01    0.929185086568437235E+01   -0.451790851165701834E+00    0.703401877113378760E+03    0.774247736331757475E+00   -0.218340737661511319E+02
    0.129555410213759203E+01    0.947128688400736607E+01   -0.702235434879019849E+00    0.337862615958291656E+03    0.169572891057976877E+00   -0.215689912817623934E+02
    0.142719628610485616E+01    0.934407103364707936E+01   -0.700744834277225337E+00    0.653287746723141026E+03    0.434467247415758817E+00   -0.215246517992099378E+02
    0.123676994820049146E+01    0.952958714808005425E+01   -0.716089908568363409E+00    0.923972798517383808E+03    0.934376854636450926E+00   -0.215086382686728221E+02
    0.138092637100702054E+01    0.939458767179450938E+01   -0.680776186249382853E+00    0.409023117291012227E+03    0.465136806436922456E+00   -0.214569846218544100E+02
    0.175431295733835291E+01    0.909979328208819460E+01   -0.564532986747146914E+00    0.406607592487136912E+03    0.246012720673980140E+00   -0.213189588735380120E+02
    0.129020677596554134E+01    0.947299991873651592E+01   -0.710642760439508692E+00    0.831324269981723091E+03    0.644340900311876852E+00   -0.212875198101649374E+02
    0.139432397292827859E+01    0.938488364750735826E+01   -0.664777965375801694E+00    0.657562157207708879E+03    0.455344426005537484E+00   -0.212424035529958672E+02
    0.172552815499059942E+01    0.910161548474418680E+01   -0.707510424866140131E+00    0.725109717050489394E+03    0.588087669267349455E+00   -0.212384010329253812E+02
    0.165258333338088659E+01    0.916597723046867507E+01   -0.631378158151490121E+00    0.613954392362079602E+03    0.871691800023689845E+00   -0.211763711326591881E+02
    0.165408309566042888E+01    0.917991293353899707E+01   -0.526604299146410382E+00    0.943315486771718270E+03    0.997135590563031471E+00   -0.211539762695942599E+02
    0.144482441455411070E+01    0.936058582732291455E+01   -0.537772275530445931E+00    0.725892294421449947E+03    0.841556609521112775E+00   -0.211166717643952779E+02
    0.139936736031810161E+01    0.937694159763529633E+01   -0.661580344320514602E+00    0.637406328712994878E+03    0.482710991848545212E+00   -0.211098631739586935E+02
    0.135480216201440973E+01    0.942283284803660592E+01   -0.665672029727174985E+00    0.744158301586131302E+03    0.501994742582141051E+00   -0.210645524459726481E+02
    0.134492702684713006E+01    0.942055421121701642E+01   -0.700443424550635907E+00    0.574942539659118552E+03    0.667635292357097621E+00   -0.210089076064319826E+02
    0.137010528054962322E+01    0.941689965441208443E+01   -0.617711801962685048E+00    0.856294175430805012E+03    0.731164378625764444E+00   -0.210064450808911900E+02
    0.140619102238702331E+01    0.938115875748358263E+01   -0.622613360586864228E+00    0.101740452549751080E+04    0.870444427310493873E+00   -0.209673375162341316E+02
    0.127198845025988105E+01    0.951490240053620440E+01   -0.620652826976486605E+00    0.729523032761881836E+03    0.540149931381392667E+00   -0.209487168597294513E+02
    0.128264710519976610E+01    0.949474391942364804E+01   -0.671363798124576139E+00    0.263405347412446417E+03    0.226362649348234052E+00   -0.207818224943378844E+02
    0.166300515233738855E+01    0.913958256296347571E+01   -0.763341027589826249E+00    0.834763426886765274E+03    0.725171567330411659E+00   -0.206671256340482543E+02
    0.130607869961343259E+01    0.945780138874336984E+01   -0.702579478264384161E+00    0.690402845068147940E+03    0.483900743405187517E+00   -0.206234957714384421E+02
    0.124141711444543001E+01    0.952931181339583055E+01   -0.703433937065405690E+00    0.369834621916016374E+03    0.405923599661519197E+00   -0.205796507234446437E+02
    0.155532780785340519E+01    0.926373151242428960E+01   -0.504411989304761832E+00    0.329750248672745272E+03    0.428568711498587995E+00   -0.205191702081363836E+02
    0.164868226440790000E+01    0.916989200833428519E+01   -0.626034980582079292E+00    0.102160570075225098E+04    0.925792958964769319E+00   -0.204412608708041894E+02
    0.125095632397535761E+01    0.951879070035471031E+01   -0.699157532226077016E+00    0.900707112549600879E+03    0.763725737559658668E+00   -0.204133225401479166E+02
    0.165725107481060951E+01    0.914424765573287246E+01   -0.757685274008934151E+00    0.884984194175708581E+03    0.740023924579776060E+00   -0.204041893860929981E+02
    0.134005737903191635E+01    0.944049301296970889E+01   -0.656368707961353604E+00    0.936987292666043686E+03    0.905226799135929072E+00   -0.203847746247294168E+02
    0.131397361138742030E+01    0.947449099849952070E+01   -0.625584040413941445E+00    0.110925565762372548E+04    0.858665832366399262E+00   -0.203458870158746841E+02
    0.166059197621396293E+01    0.917394409308082892E+01   -0.538724359294901589E+00    0.679450037208101548E+03    0.747430843765154340E+00   -0.202986801854387018E+02
    0.133022887147704827E+01    0.944595890187009068E+01   -0.654250843594855747E+00    0.631478103916795931E+03    0.747451399326593102E+00   -0.202524305140286316E+02
    0.154706213703097517E+01    0.924432579972181401E+01   -0.658374959389259828E+00    0.679641616655201574E+03    0.921497711787624185E+00   -0.202285567444317600E+02
    0.127383636446045445E+01    0.949697969894580574E+01   -0.696872018494001821E+00    0.107762468436213544E+04    0.871532384043634978E+00   -0.200070650167209578E+02
    0.134428118648545447E+01    0.943761790859182526E+01   -0.657891533268496254E+00    0.354057802686575201E+03    0.317063844878979262E+00   -0.199692939538246605E+02
    0.164655573958518819E+01    0.916813276044524272E+01   -0.645683615106348086E+00    0.579723310672225466E+03    0.424160121384679734E+00   -0.199688321036688805E+02
    0.150379832796245649E+01    0.930919961354824821E+01   -0.525870474477813099E+00    0.103104178801486205E+04    0.846728620997764136E+00   -0.198926019727983210E+02
    0.126518438281884049E+01    0.951241333649394960E+01   -0.672547554811705695E+00    0.482412051808131650E+03    0.589399977507765516E+00   -0.198856365389539071E+02
    0.148860966198362799E+01    0.931542468110918698E+01   -0.550191422002711095E+00    0.398890058191067737E+03    0.355277390791247427E+00   -0.198717830822844128E+02
    0.141940202709911034E+01    0.939537239447172823E+01   -0.516399228198380911E+00    0.112090987945946472E+04    0.886581848385036175E+00   -0.198687288306285055E+02
    0.134812915424323365E+01    0.941382433013406050E+01   -0.698509317647839190E+00    0.878767278662441299E+03    0.842526215590706840E+00   -0.198628000005876117E+02
    0.125695886191168649E+01    0.952624445162746625E+01   -0.658944362558669505E+00    0.989616636707881298E+03    0.772519342827150846E+00   -0.198450024534631702E+02
    0.163358866957119653E+01    0.918271928629632761E+01   -0.613537671860505007E+00    0.617726472014384626E+03    0.713909422550095818E+00   -0.198043985566665803E+02
    0.128504306399740309E+01    0.950166789009096036E+01   -0.647525366361030308E+00    0.985104585298446636E+03    0.953289711607586576E+00   -0.198041721461172529E+02
    0.133213188655289483E+01    0.944244769674808282E+01   -0.653622877552898718E+00    0.621671265615230936E+03    0.461138325578649810E+00   -0.197788733008371125E+02
    0.128305083384119989E+01    0.949688201318379832E+01   -0.659582334266366477E+00    0.852877202889616342E+03    0.653190196662698619E+00   -0.197401145084164362E+02
    0.167163643390744565E+01    0.915463474344398520E+01   -0.617019781057335237E+00    0.372291035120965034E+03    0.290239777616194572E+00   -0.197355377972631700E+02
    0.128525225868514825E+01    0.949763125911278472E+01   -0.655039756972928489E+00    0.784232061592406581E+03    0.910137426806301941E+00   -0.197209642465618984E+02
    0.127347472705261455E+01    0.949241211628122805E+01   -0.700604048669665858E+00    0.743705291576852801E+03    0.932447245160291427E+00   -0.196843320286506405E+02
    0.130231624331393614E+01    0.946911156822987543E+01   -0.683633095621225539E+00    0.800286822507077659E+03    0.666152763465539977E+00   -0.196707725828883611E+02
    0.145358992889168626E+01    0.933751123192562993E+01   -0.617549652289792306E+00    0.640195839597276745E+03    0.845926159983070192E+00   -0.196609268082491759E+02
    0.164189365280626087E+01    0.918571676061131370E+01   -0.550923217732252279E+00    0.437673553744256651E+03    0.275654166334476092E+00   -0.196307400303385258E+02
    0.134595758217009154E+01    0.942710373710460203E+01   -0.678526162482778528E+00    0.420659850319823931E+03    0.581573355840619977E+00   -0.196202242280155481E+02
    0.158202478180481898E+01    0.922294071558929041E+01   -0.595421932712556501E+00    0.697420442643505112E+03    0.567326929167764393E+00   -0.196008786711237661E+02
    0.138651037341595651E+01    0.938306233784597943E+01   -0.701059989688295637E+00    0.583238495063865685E+03    0.717752780799441603E+00   -0.195853967481192193E+02
