    0.110876914257109160E+00    0.991411187433123686E+01   -0.221910476684570312E+01    0.182379573583602905E+04    0.104886472225189209E+00   -0.266738390215593427E+05   -0.460515351937698814E+01    1
    0.142157189022481451E+00    0.938088140222342659E+01   -0.722234368324279785E+00    0.154393315315246582E+04    0.482037544250488281E+00   -0.236235987326500472E+05   -0.461515351937698259E+01    1
    0.212654104090154172E+00    0.990684048948888041E+01   -0.208666265010833740E+01    0.184058403968811035E+04    0.947211503982543945E+00   -0.222556035452580800E+05   -0.462515351937698149E+01    1
    0.185229725483715524E+00    0.918222071628008862E+01   -0.569688737392425537E+00    0.913922667503356934E+03    0.939485132694244385E+00   -0.222407733649411639E+05   -0.463515351937698661E+01    1
    0.222264147063732154E+00    0.997928424067931275E+01   -0.915022790431976318E+00    0.278438025712966919E+04    0.425736129283905029E+00   -0.216740456743931245E+05   -0.464515351937698728E+01    1
    0.191973858680069442E+00    0.994933057669659604E+01    0.392274081707000732E+00    0.161541616916656494E+04    0.234760999679565430E+00   -0.212333863352603294E+05   -0.465515351937698174E+01    1
    0.265191881487965575E+00    0.100802701121498384E+02   -0.160458385944366455E+00    0.135483419895172119E+04    0.215042531490325928E+00   -0.202284093015078179E+05   -0.466515351937698153E+01    1
    0.330684021959424035E+00    0.920178478490296570E+01   -0.748734235763549805E+00    0.848805785179138184E+03    0.262092351913452148E+00   -0.200151999413445592E+05   -0.467515351937698398E+01    1
    0.373261240075528633E+00    0.990169314984862403E+01   -0.141063940525054932E+01    0.274124425649642944E+04    0.844056665897369385E+00   -0.196570005777732695E+05   -0.468515351937698377E+01    1
    0.324390335818290743E+00    0.942065502488900997E+01    0.356267929077148438E+00    0.919077157974243164E+03    0.181031405925750732E+00   -0.195456509812043951E+05   -0.469515351937698444E+01    1
    0.402730622300326857E+00    0.904632837007886259E+01   -0.143727052211761475E+01    0.160938763618469238E+04    0.440848529338836670E+00   -0.194182001938199719E+05   -0.470515351937698423E+01    1
    0.448549628535211131E+00    0.982114802387547847E+01   -0.241068333387374878E+01    0.172149360179901123E+04    0.471587419509887695E+00   -0.192711994649274129E+05   -0.471515351937698135E+01    1
    0.384034685043990631E+00    0.958225630949283769E+01   -0.105436068773269653E+01    0.656554698944091797E+02    0.719867229461669922E+00   -0.192283657765941352E+05   -0.472515351937698025E+01    1
    0.370167288766980185E+00    0.917626371584497313E+01    0.830039381980895996E-01    0.295870542526245117E+03    0.207653045654296875E+00   -0.190586565360550376E+05   -0.473515351937698448E+01    1
    0.481685016822516965E+00    0.973038434776668737E+01   -0.226231193542480469E+01    0.269091492891311646E+04    0.964993059635162354E+00   -0.186870540983321516E+05   -0.474515351937698782E+01    1
    0.471770846217334339E+00    0.968567207465446423E+01   -0.204302203655242920E+01    0.114448195695877075E+04    0.972655713558197021E+00   -0.185075871591985197E+05   -0.475515351937698494E+01    1
    0.421068889854490813E+00    0.953188650528884551E+01   -0.218059182167053223E+00    0.115855425596237183E+04    0.663242399692535400E+00   -0.184021174984784629E+05   -0.476515351937698117E+01    1
    0.512952068647384629E+00    0.959398110910892932E+01   -0.198416703939437866E+01    0.142252975702285767E+04    0.182616114616394043E+00   -0.179879994739252506E+05   -0.477515351937698451E+01    1
    0.490065109559655210E+00    0.935475929146369189E+01   -0.840342044830322266E-02    0.182166838645935059E+04    0.921153724193572998E+00   -0.175190844022100027E+05   -0.478515351937698341E+01    1
    0.500434712918937263E+00    0.995190957415485400E+01   -0.164809340238571167E+01    0.117398285865783691E+04    0.773717701435089111E+00   -0.174245103601802257E+05   -0.479515351937697876E+01    1
    0.231274145781844886E+01    0.929976979409588544E+01    0.219498693943023682E+00    0.224345129728317261E+04    0.768571615219116211E+00   -0.173708424625471343E+05   -0.480515351937698032E+01    1
    0.546909230171620853E+00    0.980544186626423020E+01   -0.164922207593917847E+01    0.285086292028427124E+04    0.434606432914733887E+00   -0.173359184111844079E+05   -0.481515351937698277E+01    1
    0.545385557240366969E+00    0.922587370071082979E+01    0.107130408287048340E+00    0.257870990037918091E+04    0.133824467658996582E+00   -0.171389393961046262E+05   -0.482515351937698345E+01    1
    0.574646407190322894E+00    0.972862433447001607E+01   -0.146366882324218750E+01    0.141754263639450073E+04    0.178870797157287598E+00   -0.168199533444729095E+05   -0.483515351937698323E+01    1
    0.518787070491671609E+00    0.989194721729557180E+01   -0.664656460285186768E+00    0.227993130683898926E+02    0.581589460372924805E+00   -0.165871913399381410E+05   -0.484515351937698480E+01    1
    0.546933074818432341E+00    0.978539753910407484E+01   -0.745316922664642334E+00    0.239074516296386719E+04    0.323538541793823242E+00   -0.165563124067655590E+05   -0.485515351937698814E+01    1
    0.564165167530059852E+00    0.998751614259622755E+01    0.111610770225524902E+00    0.272041565179824829E+04    0.189222037792205811E+00   -0.165387647558923236E+05   -0.486515351937698437E+01    1
    0.699358462174236806E+00    0.944757088362971409E+01   -0.246459913253784180E+01    0.238675850629806519E+04    0.763784289360046387E+00   -0.165323617880904640E+05   -0.487515351937698149E+01    1
    0.580172729243159324E+00    0.905209518785281375E+01   -0.635936081409454346E+00    0.211536222696304321E+04    0.298075854778289795E+00   -0.164976340564851598E+05   -0.488515351937698572E+01    1
    0.547400429895937513E+00    0.989299465899226327E+01   -0.769171416759490967E+00    0.204038518667221069E+04    0.933207869529724121E-01   -0.164507319443131164E+05   -0.489515351937698817E+01    1
    0.550180715714156610E+00    0.100479238479429345E+02    0.329604446887969971E+00    0.249643027782440186E+03    0.395279884338378906E+00   -0.164235574880727509E+05   -0.490515351937698973E+01    1
    0.716414321268975751E+00    0.939271072168758003E+01   -0.243159687519073486E+01    0.341286420822143555E+03    0.204395115375518799E+00   -0.162933677679525317E+05   -0.491515351937698775E+01    1
    0.651319519321203244E+00    0.964814307005393701E+01   -0.132361406087875366E+01    0.115981364250183105E+04    0.804771363735198975E+00   -0.161278830189717301E+05   -0.492515351937698220E+01    1
    0.666688478038787946E+00    0.987799420313182708E+01   -0.225075840950012207E+01    0.214684921503067017E+04    0.349916815757751465E+00   -0.160463595308241220E+05   -0.493515351937698199E+01    1
    0.634087426609575844E+00    0.943682805184170981E+01   -0.405344605445861816E+00    0.221960467100143433E+04    0.126212835311889648E-01   -0.160139685055874961E+05   -0.494515351937698799E+01    1
    0.635723602919876618E+00    0.934297981345625850E+01   -0.197552442550659180E-01    0.257706713676452637E+04    0.568921506404876709E+00   -0.160116977987311711E+05   -0.495515351937699045E+01    1
    0.704530366067647962E+00    0.961464288148822988E+01   -0.181132566928863525E+01    0.183887046575546265E+04    0.502522170543670654E+00   -0.159173363067141599E+05   -0.496515351937698846E+01    1
    0.618845278059125037E+00    0.982307866179333367E+01    0.175569832324981689E+00    0.473558306694030762E+02    0.462347626686096191E+00   -0.158006340697917603E+05   -0.497515351937698824E+01    1
    0.722893128577172805E+00    0.929078536329301130E+01   -0.119543290138244629E+01    0.682179808616638184E+03    0.871950864791870117E+00   -0.157762303387967513E+05   -0.498515351937698359E+01    1
    0.583094782325148553E+00    0.997680100050640206E+01   -0.575522363185882568E+00    0.182680356502532959E+04    0.858767330646514893E+00   -0.157653958682356752E+05   -0.499515351937698426E+01    1
    0.805810503399431721E+00    0.915732312108439039E+01   -0.199335950613021851E+01    0.235275989770889282E+04    0.647014915943145752E+00   -0.156838349693049622E+05   -0.500515351937698583E+01    1
    0.729819998475909282E+00    0.941788458296055531E+01    0.287810444831848145E+00    0.292237168550491333E+04    0.161947131156921387E+00   -0.156466251573997506E+05   -0.501515351937698384E+01    1
    0.787667111640572570E+00    0.942694016577267568E+01   -0.197286009788513184E+01    0.239180213212966919E+04    0.191445887088775635E+00   -0.156215130207325510E+05   -0.502515351937698451E+01    1
    0.709155577240526691E+00    0.986643911683039754E+01   -0.249533742666244507E+01    0.248939841985702515E+04    0.555601239204406738E+00   -0.155903298831834691E+05   -0.503515351937698608E+01    1
    0.732348831655025512E+00    0.922954514438788465E+01   -0.777428507804870605E+00    0.121861928701400757E+04    0.197688102722167969E+00   -0.155664388191425005E+05   -0.504515351937698409E+01    1
    0.265943655291098402E+01    0.905182705343373684E+01   -0.193516612052917480E-01    0.256875783205032349E+04    0.121270239353179932E+00   -0.155270757078714723E+05   -0.505515351937698298E+01    1
    0.657511974098145990E+00    0.980215520424111375E+01   -0.270378530025482178E+00    0.235586768388748169E+04    0.767513096332550049E+00   -0.154925733850997894E+05   -0.506515351937698455E+01    1
    0.753028860295593794E+00    0.939215776893001753E+01   -0.122331750392913818E+01    0.912170469760894775E+03    0.427993953227996826E+00   -0.154447692974905840E+05   -0.507515351937697989E+01    1
    0.644193871775865623E+00    0.997186305106478166E+01   -0.660342574119567871E-01    0.170931887626647949E+04    0.551020741462707520E+00   -0.153522446561105626E+05   -0.508515351937698501E+01    1
    0.750265048960626180E+00    0.908063415361032966E+01   -0.753838658332824707E+00    0.543821454048156738E+03    0.902029812335968018E+00   -0.153227647447392701E+05   -0.509515351937699013E+01    1
    0.113969777161145203E+01    0.100058353665095705E+02   -0.547748625278472900E+00    0.224804198741912842E+04    0.296868741512298584E+00   -0.152623889771122904E+05   -0.510515351937699080E+01    1
    0.125762970965927834E+01    0.906828111329782871E+01   -0.226991081237792969E+01    0.951767921447753906E+03    0.567955493927001953E+00   -0.151306918457389620E+05   -0.511515351937698348E+01    1
    0.707785810665965132E+00    0.976762068277253626E+01   -0.276540279388427734E+00    0.741574287414550781E+03    0.893194198608398438E+00   -0.150553710165190114E+05   -0.512515351937698238E+01    1
    0.837504157632708579E+00    0.915626516431244042E+01   -0.490050911903381348E+00    0.258060371875762939E+04    0.132073819637298584E+00   -0.149889240159501114E+05   -0.513515351937698394E+01    1
    0.816616680564880459E+00    0.927743843806713109E+01   -0.869458496570587158E+00    0.100007754564285278E+04    0.291267752647399902E+00   -0.148855229567861552E+05   -0.514515351937697751E+01    1
    0.135380080625742671E+01    0.982140045578216991E+01    0.368034243583679199E-01    0.139285540580749512E+04    0.541404128074645996E+00   -0.148666715747236831E+05   -0.515515351937698085E+01    1
    0.835958374210775013E+00    0.905249237729555567E+01   -0.254809021949768066E+00    0.896430194377899170E+03    0.540904641151428223E+00   -0.148119923793170692E+05   -0.516515351937698330E+01    1
    0.164277494804388291E+01    0.967536120215805440E+01   -0.287459015846252441E+00    0.287421941757202148E+02    0.403218626976013184E+00   -0.148081670130285966E+05   -0.517515351937698220E+01    1
    0.116570902974003543E+01    0.917579334147843539E+01   -0.215039014816284180E+01    0.870359301567077637E+03    0.972517490386962891E+00   -0.145564582440715367E+05   -0.518515351937698643E+01    1
    0.113329418332546950E+01    0.920060653567006526E+01   -0.227032887935638428E+01    0.998886823654174805E+02    0.161992490291595459E+00   -0.145290035195707296E+05   -0.519515351937698533E+01    1
    0.905362987684965259E+00    0.928255276037107713E+01    0.413900017738342285E-01    0.977918207645416260E+03    0.524070918560028076E+00   -0.143176094596713774E+05   -0.520515351937697623E+01    1
    0.105052898070377121E+01    0.931279509821987439E+01   -0.232278341054916382E+01    0.459510684013366699E+02    0.480179548263549805E+00   -0.141725931174387315E+05   -0.521515351937698224E+01    1
    0.879283013619661435E+00    0.947902161392715215E+01   -0.744308054447174072E+00    0.243504631519317627E+04    0.104803621768951416E+00   -0.141444464600152496E+05   -0.522515351937697670E+01    1
    0.774580519161880088E+00    0.987381642353085098E+01   -0.495359539985656738E+00    0.727309763431549072E+03    0.328512191772460938E+00   -0.141147305486193309E+05   -0.523515351937698092E+01    1
    0.122467402330112463E+01    0.916442395140606259E+01   -0.162636375427246094E+01    0.178332602977752686E+04    0.306625604629516602E+00   -0.141145098595591480E+05   -0.524515351937698071E+01    1
    0.864917264224290938E+00    0.951313560248591550E+01   -0.134942227602005005E+01    0.704374551773071289E+03    0.311242461204528809E+00   -0.140512579285465636E+05   -0.525515351937698583E+01    1
    0.124739016800987712E+01    0.977839120425872110E+01   -0.247686326503753662E+00    0.236273467540740967E+04    0.411214232444763184E-01   -0.139617315477846550E+05   -0.526515351937698739E+01    1
    0.872979572850287044E+00    0.979287487922048250E+01    0.251165747642517090E+00    0.164486467838287354E+03    0.140915572643280029E+00   -0.139347952711074850E+05   -0.527515351937698007E+01    1
    0.126386508480048176E+01    0.920378208839795597E+01   -0.168730354309082031E+01    0.985579133033752441E+03    0.621609449386596680E+00   -0.139283755998336092E+05   -0.528515351937697542E+01    1
    0.195256178141498560E+01    0.929578401976911906E+01    0.417528688907623291E+00    0.446386098861694336E+03    0.973207354545593262E+00   -0.138931205338025575E+05   -0.529515351937697609E+01    1
    0.100511641731226442E+01    0.918020196203157290E+01    0.369096398353576660E+00    0.201241028308868408E+04    0.526199698448181152E+00   -0.138214593211002248E+05   -0.530515351937697677E+01    1
    0.772672730647444794E+00    0.100459345359051397E+02   -0.140275299549102783E+00    0.869082748889923096E+03    0.402262568473815918E+00   -0.138113800048966186E+05   -0.531515351937698188E+01    1
    0.914009056618809823E+00    0.956399414738789488E+01   -0.261848032474517822E+00    0.273807907104492188E+04    0.520873844623565674E+00   -0.137891060973845397E+05   -0.532515351937698078E+01    1
    0.186496261857604995E+01    0.950627984351825361E+01   -0.203735828399658203E+00    0.812304675579071045E+03    0.728787183761596680E+00   -0.137395361344726662E+05   -0.533515351937697613E+01    1
    0.896460263643622524E+00    0.979863230352720294E+01    0.721122026443481445E-01    0.104990243911743164E+04    0.148290872573852539E+00   -0.136052340036367132E+05   -0.534515351937697680E+01    1
