    0.851524895267712134E+00    0.931221336807957911E+01   -0.324261176109543747E+00    0.887557507449485115E+03    0.942724596641526413E+00   -0.249589102870194210E+02
    0.998913073721408695E+00    0.912173557884014130E+01   -0.232356810007810388E+00    0.365422567130027517E+03    0.186613002171720360E+00   -0.244569140270640695E+02
    0.950162580048290795E+00    0.922448763133975191E+01    0.111619977898331335E+00    0.821052111025515615E+03    0.695525152085216480E+00   -0.237402638922500486E+02
    0.101319850013347046E+01    0.939431834392457610E+01   -0.928110496848999489E-02    0.282226473382351230E+03    0.685788519893619886E+00   -0.235225938700108799E+02
    0.961382199630876899E+00    0.954822418581441035E+01    0.162255213764896489E+00    0.757696817248075831E+03    0.537268178161355636E+00   -0.233511897367741525E+02
    0.882736845717420726E+00    0.100457355990846544E+02   -0.107601236156248170E+00    0.512948902556650069E+03    0.213706592038197890E+00   -0.227844778374430916E+02
    0.946005312333663473E+00    0.928993005655715720E+01   -0.265293757048730150E+00    0.542742795909231177E+03    0.325542295146802663E+00   -0.220975648158016043E+02
    0.102708869817217319E+01    0.981291581277802827E+01   -0.148751159727237514E+00    0.876019133610409540E+03    0.803510422668358704E+00   -0.220005136759447097E+02
    0.110424430605148172E+01    0.934845692953801688E+01    0.732946787306532066E-01    0.337170559754284398E+03    0.162013656760765151E+00   -0.217325241945215311E+02
    0.922651642029704733E+00    0.910089936824886081E+01   -0.926454408887731340E-01    0.103789642530541187E+04    0.814044858733073640E+00   -0.215124056251950897E+02
    0.112675626438631382E+01    0.906352351834808445E+01    0.258999043529544615E+00    0.359653944064735185E+03    0.259392492510834127E+00   -0.214549317706638405E+02
    0.105990155775607930E+01    0.969008125022880762E+01    0.228143444285153763E-01    0.100159686726315158E+03    0.233817418770961044E+00   -0.213098708639553678E+02
    0.948746107960856677E+00    0.916566165937149613E+01   -0.297454420430646849E+00    0.911712234044425372E+03    0.805516779205552425E+00   -0.212518425474660049E+02
    0.908628390900723781E+00    0.991410027211462008E+01   -0.276753626773377448E+00    0.588469304790517072E+03    0.423130667268666161E+00   -0.210575767099777380E+02
    0.986802578906213701E+00    0.953867857720091905E+01    0.523699359239500062E-01    0.427648011592561261E+03    0.759967421221536932E+00   -0.208428848316301298E+02
    0.995944153771388008E+00    0.976455297809051004E+01    0.206533260871148094E+00    0.959414234035663867E+03    0.683468673682672168E+00   -0.206740098124562799E+02
    0.879584771314645630E+00    0.979062914198423861E+01   -0.276768228845522657E+00    0.295469417612358143E+03    0.216557614542987054E+00   -0.206446068276556183E+02
